z,VER_127,VER_428,rho,c,T
147.6,0.0,8.366173393291009e-08,8.629226393477917e-11,300.666718536447,391.43948917469874
147.7,0.0,8.075867539961531e-08,8.446912718756527e-11,301.4206250044672,393.4049500187569
147.8,0.0,7.798780358543637e-08,8.268276356738951e-11,302.1716352682235,395.3675714336347
147.9,0.0,7.536595944904627e-08,8.093173414721376e-11,302.9195075319798,397.32663353458315
148.0,0.0,7.290998394911823e-08,7.92146e-11,303.66399999999993,399.2814164368534
148.1,0.0,7.063263411071579e-08,7.753040036411742e-11,304.4050950356954,401.2318242989157
148.2,0.0,6.853033122446662e-08,7.58800871395662e-11,305.143671639066,403.1802574521152
148.3,0.0,6.659541264738896e-08,7.426509039175392e-11,305.8808329692588,405.1297402710157
148.4,0.0,6.482021573650119e-08,7.268684018608823e-11,306.61768218542124,407.08329713018134
148.5,0.0,6.31970778488217e-08,7.114676658797687e-11,307.35532244670037,409.043952404176
148.6,0.0,6.17183363413686e-08,6.964629966282727e-11,308.0948569122436,411.01473046756394
148.7,0.0,6.037632857116031e-08,6.818686947604714e-11,308.83738874119797,412.998655694909
148.8,0.0,5.916339189521515e-08,6.676990609304412e-11,309.5840210927107,414.9987524607752
148.9,0.0,5.807186367055143e-08,6.539683957922582e-11,310.33585712592895,417.01804513972644
149.0,0.0,5.7094081254187524e-08,6.406910000000002e-11,311.094,419.0595581063267
149.1,0.0,5.622238200314165e-08,6.278811742077411e-11,311.85955287407114,421.12631573514034
149.2,0.0,5.544910327443215e-08,6.155532190695581e-11,312.6336189072894,423.221342400731
149.3,0.0,5.476658242507736e-08,6.037214352395279e-11,313.4173012588021,425.3476624776628
149.4,0.0,5.416715681209559e-08,5.924001233717267e-11,314.2117030877565,427.5083003404998
149.5,0.0,5.36431637925052e-08,5.816035841202314e-11,315.0179275532996,429.7062803638057
149.6,0.0,5.3186940723324426e-08,5.713461181391167e-11,315.83707781457883,431.94462692214495
149.7,0.0,5.279082496157162e-08,5.616420260824599e-11,316.67025703074125,434.22636439008136
149.8,0.0,5.2447153864265104e-08,5.525056086043373e-11,317.5185683609342,436.55451714217895
149.9,0.0,5.2148264788423174e-08,5.4395116635882493e-11,318.3831149643047,438.9321095530016
150.0,0.0,5.18864950910642e-08,5.35993e-11,319.26500000000004,441.3621659971133
